City,Temperature,timestamp
Sydney,16.5,2026-06-18 10:59:22.245540
Tokyo,17.7,2025-12-17 10:59:22.245542
Paris,15.8,2026-06-19 10:59:22.245544
Tokyo,19.0,2026-01-10 10:59:22.245546
New York,31.4,2026-05-02 10:59:22.245548
Paris,31.7,2026-01-08 10:59:22.245550
Sydney,29.5,2026-07-02 10:59:22.245552
Sydney,19.1,2025-08-16 10:59:22.245554
New York,13.9,2026-04-27 10:59:22.245556
New York,21.2,2026-06-18 10:59:22.245558
Paris,10.2,2026-02-15 10:59:22.245560
Sydney,24.5,2025-09-06 10:59:22.245561
Sydney,33.8,2025-07-03 10:59:22.245564
Sydney,23.6,2025-09-23 10:59:22.245566
New York,29.4,2025-07-20 10:59:22.245568
Sydney,10.2,2026-02-04 10:59:22.245570
Tokyo,19.7,2025-07-18 10:59:22.245572
London,16.6,2026-03-23 10:59:22.245574
Tokyo,13.4,2025-09-19 10:59:22.245576
London,33.8,2026-01-18 10:59:22.245578
London,26.2,2025-08-05 10:59:22.245580
New York,22.6,2025-11-10 10:59:22.245582
New York,18.4,2025-08-11 10:59:22.245584
London,26.5,2026-06-16 10:59:22.245586
Sydney,13.4,2025-08-13 10:59:22.245588
Sydney,23.4,2025-11-27 10:59:22.245590
Tokyo,21.7,2025-11-11 10:59:22.245592
Sydney,19.6,2025-09-07 10:59:22.245593
New York,12.6,2026-01-24 10:59:22.245595
New York,17.2,2026-01-27 10:59:22.245597
Paris,33.0,2026-04-11 10:59:22.245599
London,29.4,2025-08-29 10:59:22.245601
Paris,11.8,2025-07-03 10:59:22.245603
Tokyo,25.5,2025-12-31 10:59:22.245605
Paris,26.4,2026-01-21 10:59:22.245607
New York,18.3,2025-12-31 10:59:22.245617
London,13.2,2025-09-29 10:59:22.245619
London,25.3,2026-04-05 10:59:22.245621
New York,19.1,2025-12-22 10:59:22.245623
Paris,15.7,2025-09-04 10:59:22.245626
Sydney,11.3,2025-07-26 10:59:22.245628
Tokyo,31.0,2026-03-25 10:59:22.245630
Paris,10.1,2025-12-27 10:59:22.245632
New York,27.5,2025-11-04 10:59:22.245634
New York,17.6,2026-06-10 10:59:22.245636
Tokyo,20.9,2026-05-27 10:59:22.245638
London,27.3,2026-05-02 10:59:22.245640
London,18.4,2025-07-19 10:59:22.245642
New York,12.4,2025-09-25 10:59:22.245644
Sydney,26.7,2026-03-05 10:59:22.245646
New York,33.1,2026-01-20 10:59:22.245648
Tokyo,17.0,2026-02-14 10:59:22.245650
Sydney,10.9,2025-09-16 10:59:22.245652
Sydney,20.6,2025-08-07 10:59:22.245654
Sydney,15.2,2025-09-20 10:59:22.245656
Tokyo,13.5,2026-02-20 10:59:22.245658
Sydney,12.9,2026-04-21 10:59:22.245660
Tokyo,32.0,2025-11-18 10:59:22.245662
Paris,25.9,2025-12-25 10:59:22.245663
New York,14.5,2025-10-06 10:59:22.245665
Sydney,26.3,2026-04-25 10:59:22.245667
Sydney,17.9,2026-05-10 10:59:22.245669
Sydney,13.5,2025-11-14 10:59:22.245671
New York,20.9,2026-05-27 10:59:22.245673
Tokyo,14.8,2026-05-09 10:59:22.245675
Sydney,11.5,2025-12-10 10:59:22.245677
London,23.9,2025-12-30 10:59:22.245679
London,25.1,2026-01-17 10:59:22.245681
Sydney,24.0,2026-01-12 10:59:22.245683
Sydney,22.5,2026-06-24 10:59:22.245685
London,31.2,2025-07-28 10:59:22.245687
New York,29.1,2025-12-11 10:59:22.245689
New York,33.0,2025-09-14 10:59:22.245691
Tokyo,17.3,2026-04-30 10:59:22.245693
Paris,24.3,2026-06-21 10:59:22.245695
London,27.7,2026-05-20 10:59:22.245697
London,24.4,2026-06-11 10:59:22.245699
Paris,29.4,2026-05-05 10:59:22.245700
London,18.6,2026-02-06 10:59:22.245702
Sydney,32.7,2025-11-21 10:59:22.245704
London,16.9,2025-12-05 10:59:22.245706
New York,10.4,2026-06-12 10:59:22.245708
Tokyo,32.1,2026-06-17 10:59:22.245710
Paris,17.7,2026-01-14 10:59:22.245712
London,12.9,2026-02-07 10:59:22.245714
Tokyo,34.5,2026-05-19 10:59:22.245716
Sydney,22.1,2026-06-27 10:59:22.245718
London,30.0,2025-08-16 10:59:22.245720
Paris,10.3,2025-11-18 10:59:22.245722
New York,21.6,2025-11-02 10:59:22.245724
Tokyo,24.2,2025-11-02 10:59:22.245726
Tokyo,10.7,2025-12-04 10:59:22.245728
New York,32.7,2025-07-24 10:59:22.245730
London,19.1,2026-01-19 10:59:22.245732
London,26.3,2025-09-24 10:59:22.245734
London,20.6,2025-07-06 10:59:22.245736
Tokyo,19.3,2026-03-30 10:59:22.245738
London,11.8,2025-09-03 10:59:22.245740
Sydney,32.6,2025-10-25 10:59:22.245742
New York,14.3,2025-09-20 10:59:22.245744
New York,11.4,2025-07-23 10:59:22.245746
London,24.0,2026-04-24 10:59:22.245748
New York,11.1,2025-11-10 10:59:22.245750
London,27.8,2026-01-30 10:59:22.245752
Sydney,17.3,2026-05-22 10:59:22.245754
Sydney,20.3,2026-06-22 10:59:22.245756
New York,32.0,2026-06-04 10:59:22.245758
Sydney,19.9,2026-05-07 10:59:22.245760
New York,21.3,2026-06-10 10:59:22.245762
London,15.9,2026-05-15 10:59:22.245764
New York,25.6,2025-08-04 10:59:22.245766
London,15.7,2025-08-27 10:59:22.245768
London,13.6,2025-08-31 10:59:22.245770
Sydney,32.7,2025-07-19 10:59:22.245772
London,26.3,2025-08-04 10:59:22.245774
Paris,14.9,2026-06-29 10:59:22.245776
Tokyo,13.0,2026-06-28 10:59:22.245778
Paris,14.3,2025-11-16 10:59:22.245780
London,20.0,2026-04-04 10:59:22.245782
New York,25.2,2025-11-16 10:59:22.245784
Tokyo,22.1,2025-12-10 10:59:22.245786
New York,29.3,2026-04-13 10:59:22.245788
Paris,20.5,2025-11-21 10:59:22.245790
Paris,33.2,2025-11-19 10:59:22.245792
London,32.5,2026-04-08 10:59:22.245794
New York,22.4,2026-04-04 10:59:22.245796
Sydney,28.6,2026-05-04 10:59:22.245798
London,32.7,2026-06-15 10:59:22.245800
Tokyo,19.2,2026-01-28 10:59:22.245802
Paris,27.8,2025-10-05 10:59:22.245804
Sydney,25.7,2026-06-12 10:59:22.245806
Tokyo,20.5,2025-10-20 10:59:22.245808
Sydney,33.6,2025-11-10 10:59:22.245810
London,33.0,2026-05-02 10:59:22.245812
Sydney,28.4,2025-07-26 10:59:22.245814
Sydney,32.3,2026-03-04 10:59:22.245816
London,29.2,2026-04-25 10:59:22.245818
Sydney,12.8,2026-02-03 10:59:22.245820
Sydney,11.8,2026-05-05 10:59:22.245821
Sydney,30.4,2025-08-13 10:59:22.245823
London,15.6,2025-10-11 10:59:22.245825
Sydney,16.5,2025-07-15 10:59:22.245827
Paris,14.8,2025-08-21 10:59:22.245829
London,34.9,2025-08-25 10:59:22.245832
Paris,27.4,2025-08-25 10:59:22.245834
Tokyo,12.0,2026-05-04 10:59:22.245836
London,11.9,2026-04-11 10:59:22.245837
New York,18.8,2025-10-07 10:59:22.245839
Paris,19.5,2025-08-19 10:59:22.245841
New York,22.5,2026-02-15 10:59:22.245843
Paris,22.8,2025-07-07 10:59:22.245845
New York,14.6,2026-05-30 10:59:22.245848
Sydney,19.4,2025-09-12 10:59:22.245850
London,27.2,2026-06-07 10:59:22.245851
New York,20.7,2025-12-27 10:59:22.245853
London,10.1,2026-04-26 10:59:22.245855
Sydney,25.2,2026-03-19 10:59:22.245857
Tokyo,13.3,2025-10-01 10:59:22.245859
Tokyo,30.7,2026-06-01 10:59:22.245861
Sydney,13.8,2025-09-09 10:59:22.245863
New York,10.6,2026-01-30 10:59:22.245865
Sydney,26.8,2026-04-13 10:59:22.245867
Tokyo,10.5,2025-11-19 10:59:22.245869
Paris,29.6,2026-04-29 10:59:22.245871
London,21.7,2026-03-20 10:59:22.245873
New York,11.2,2026-03-23 10:59:22.245875
New York,29.1,2026-03-11 10:59:22.245877
London,22.5,2026-02-05 10:59:22.245879
Sydney,17.2,2025-12-12 10:59:22.245881
Tokyo,25.9,2026-03-07 10:59:22.245883
Tokyo,11.2,2025-09-24 10:59:22.245885
New York,11.5,2026-03-18 10:59:22.245887
New York,34.0,2025-07-18 10:59:22.245889
Tokyo,15.8,2025-09-22 10:59:22.245891
New York,29.0,2025-12-17 10:59:22.245893
Tokyo,24.4,2026-05-07 10:59:22.245895
Tokyo,19.3,2025-12-01 10:59:22.245897
London,31.3,2026-04-29 10:59:22.245899
Paris,27.3,2025-08-26 10:59:22.245901
London,16.0,2025-08-02 10:59:22.245903
Sydney,19.3,2026-02-08 10:59:22.245905
New York,12.6,2026-02-20 10:59:22.245907
Paris,18.3,2026-02-07 10:59:22.245909
London,23.7,2025-12-13 10:59:22.245911
Paris,18.9,2026-03-08 10:59:22.245913
Paris,16.5,2026-03-06 10:59:22.245915
Sydney,18.2,2025-08-07 10:59:22.245917
Tokyo,26.6,2025-11-13 10:59:22.245919
Tokyo,25.9,2025-12-21 10:59:22.245921
New York,14.7,2025-07-20 10:59:22.245923
Paris,29.8,2025-08-30 10:59:22.245925
Tokyo,33.6,2026-01-24 10:59:22.245927
Tokyo,20.0,2026-04-03 10:59:22.245929
New York,19.6,2026-05-24 10:59:22.245931
London,16.8,2025-11-04 10:59:22.245933
New York,10.6,2026-02-02 10:59:22.245935
London,34.1,2026-06-01 10:59:22.245937
Paris,30.6,2026-03-02 10:59:22.245939
Tokyo,31.9,2025-08-24 10:59:22.245941
Sydney,11.4,2026-05-09 10:59:22.245943
London,19.6,2026-01-13 10:59:22.245945
Tokyo,19.1,2025-10-30 10:59:22.245947
Paris,24.6,2025-09-28 10:59:22.245949
New York,26.4,2025-10-09 10:59:22.245951
London,24.5,2025-07-20 10:59:22.245953
Tokyo,14.3,2026-03-07 10:59:22.245955
Paris,32.7,2025-12-02 10:59:22.245957
Tokyo,11.5,2026-01-27 10:59:22.245959
London,34.5,2025-08-31 10:59:22.245961
London,25.3,2025-07-09 10:59:22.245963
Paris,23.9,2025-11-06 10:59:22.245965
Tokyo,29.2,2026-01-24 10:59:22.245967
Sydney,33.3,2026-01-18 10:59:22.245969
Tokyo,22.0,2025-08-29 10:59:22.245972
London,12.8,2026-06-08 10:59:22.245973
Sydney,10.8,2025-11-16 10:59:22.245975
Sydney,20.4,2025-08-31 10:59:22.245977
London,19.2,2026-01-04 10:59:22.245979
London,23.5,2025-10-02 10:59:22.245981
London,14.7,2025-08-27 10:59:22.245983
Tokyo,12.6,2025-09-21 10:59:22.245985
New York,18.5,2025-11-23 10:59:22.245987
Sydney,11.9,2025-11-10 10:59:22.245989
New York,11.5,2026-05-19 10:59:22.245991
London,34.1,2025-08-06 10:59:22.245993
New York,14.6,2026-01-07 10:59:22.245995
Paris,18.1,2025-12-12 10:59:22.245997
Paris,25.6,2026-01-11 10:59:22.245999
New York,15.8,2025-10-19 10:59:22.246001
London,34.9,2026-04-11 10:59:22.246003
Tokyo,22.4,2025-12-05 10:59:22.246005
Sydney,13.3,2026-04-12 10:59:22.246007
Paris,28.0,2026-05-27 10:59:22.246009
London,27.2,2026-04-10 10:59:22.246011
Tokyo,22.1,2025-12-25 10:59:22.246013
Tokyo,19.3,2026-06-26 10:59:22.246015
Tokyo,26.0,2026-01-09 10:59:22.246017
New York,10.2,2025-11-28 10:59:22.246019
London,13.1,2026-02-26 10:59:22.246021
Paris,23.6,2025-08-03 10:59:22.246034
Paris,15.8,2026-03-12 10:59:22.246037
Tokyo,29.5,2026-03-07 10:59:22.246039
Paris,23.7,2025-07-20 10:59:22.246041
Tokyo,24.4,2025-10-30 10:59:22.246043
London,15.9,2025-07-28 10:59:22.246044
Tokyo,14.1,2025-12-25 10:59:22.246046
Tokyo,29.4,2026-04-01 10:59:22.246048
Tokyo,25.1,2026-06-08 10:59:22.246050
Paris,29.9,2026-04-08 10:59:22.246053
Tokyo,10.3,2025-11-21 10:59:22.246054
Tokyo,23.8,2026-03-28 10:59:22.246056
Paris,15.5,2026-03-06 10:59:22.246059
Sydney,11.7,2025-10-01 10:59:22.246060
London,28.9,2025-10-08 10:59:22.246062
Sydney,20.0,2026-02-17 10:59:22.246064
Sydney,12.2,2025-08-29 10:59:22.246066
Sydney,34.1,2025-10-06 10:59:22.246068
Paris,12.6,2026-06-27 10:59:22.246070
London,11.8,2025-08-10 10:59:22.246072
London,14.3,2026-01-14 10:59:22.246074
Paris,11.5,2026-03-10 10:59:22.246076
Tokyo,29.5,2026-06-24 10:59:22.246078
Paris,26.4,2025-07-21 10:59:22.246080
New York,21.3,2026-05-24 10:59:22.246083
Sydney,11.5,2026-03-01 10:59:22.246084
Sydney,33.4,2026-04-27 10:59:22.246087
London,32.1,2026-01-06 10:59:22.246088
Paris,34.5,2025-10-30 10:59:22.246090
Sydney,26.3,2025-10-20 10:59:22.246092
Tokyo,14.0,2025-10-05 10:59:22.246094
Paris,32.8,2025-09-02 10:59:22.246096
Sydney,22.5,2025-11-28 10:59:22.246098
London,14.4,2026-03-13 10:59:22.246100
Sydney,25.6,2025-07-03 10:59:22.246102
Sydney,11.4,2026-03-23 10:59:22.246104
Paris,24.7,2025-11-13 10:59:22.246106
Tokyo,15.7,2026-03-06 10:59:22.246108
London,10.6,2026-02-20 10:59:22.246110
New York,29.8,2025-07-21 10:59:22.246112
Sydney,15.0,2025-11-06 10:59:22.246114
Paris,15.6,2025-11-30 10:59:22.246116
London,11.7,2025-10-06 10:59:22.246118
Sydney,18.6,2025-09-12 10:59:22.246120
Sydney,18.7,2025-08-25 10:59:22.246122
New York,32.6,2025-11-18 10:59:22.246124
Paris,19.8,2025-11-22 10:59:22.246126
Tokyo,10.1,2026-05-19 10:59:22.246128
Sydney,29.6,2025-11-14 10:59:22.246130
Sydney,29.9,2025-11-11 10:59:22.246132
Sydney,32.9,2026-03-26 10:59:22.246134
Paris,11.2,2025-07-14 10:59:22.246136
Tokyo,17.0,2026-05-26 10:59:22.246138
Paris,12.4,2026-06-23 10:59:22.246140
London,23.1,2026-04-01 10:59:22.246142
London,32.5,2025-09-30 10:59:22.246144
Paris,31.6,2026-05-30 10:59:22.246146
Paris,11.4,2026-01-23 10:59:22.246148
Tokyo,31.2,2026-05-31 10:59:22.246150
Sydney,31.1,2026-01-26 10:59:22.246152
London,11.1,2025-12-25 10:59:22.246154
London,31.8,2026-05-02 10:59:22.246156
New York,13.7,2025-11-06 10:59:22.246158
Tokyo,29.8,2025-09-29 10:59:22.246160
London,17.2,2025-09-18 10:59:22.246162
London,33.5,2026-05-18 10:59:22.246164
Paris,32.7,2026-01-21 10:59:22.246166
New York,13.6,2026-04-24 10:59:22.246168
Paris,21.5,2025-08-25 10:59:22.246170
Paris,14.5,2026-05-04 10:59:22.246172
Sydney,11.5,2025-07-28 10:59:22.246174
Tokyo,23.8,2025-07-25 10:59:22.246176
London,20.0,2026-06-03 10:59:22.246178
Paris,17.0,2026-06-04 10:59:22.246180
Paris,26.5,2026-01-30 10:59:22.246181
London,26.4,2026-03-04 10:59:22.246183
Paris,28.0,2025-08-29 10:59:22.246185
London,32.8,2026-03-06 10:59:22.246187
Paris,31.8,2025-08-16 10:59:22.246189
Tokyo,26.7,2025-08-31 10:59:22.246191
New York,28.4,2025-10-09 10:59:22.246193
London,12.0,2025-11-18 10:59:22.246195
Paris,23.6,2026-04-27 10:59:22.246197
Sydney,25.8,2025-11-05 10:59:22.246199
Tokyo,19.4,2026-02-20 10:59:22.246201
Tokyo,12.7,2025-11-09 10:59:22.246203
Paris,24.8,2026-02-18 10:59:22.246205
Paris,22.2,2025-08-12 10:59:22.246207
London,17.1,2026-01-08 10:59:22.246209
Paris,11.0,2026-01-10 10:59:22.246211
Sydney,33.5,2025-12-24 10:59:22.246213
London,24.0,2026-03-06 10:59:22.246215
New York,29.4,2026-04-01 10:59:22.246217
Paris,17.0,2025-07-12 10:59:22.246219
London,32.0,2026-01-02 10:59:22.246221
Sydney,25.5,2026-05-11 10:59:22.246223
Paris,26.9,2026-02-19 10:59:22.246225
Paris,10.5,2025-10-08 10:59:22.246227
Tokyo,27.6,2026-03-08 10:59:22.246229
London,19.6,2025-12-06 10:59:22.246231
Tokyo,30.4,2026-05-22 10:59:22.246233
Tokyo,25.7,2025-11-23 10:59:22.246235
Tokyo,16.9,2025-12-02 10:59:22.246237
New York,27.9,2025-12-16 10:59:22.246239
Paris,22.2,2026-01-25 10:59:22.246241
Tokyo,17.2,2026-01-23 10:59:22.246243
Tokyo,21.8,2026-01-23 10:59:22.246245
Paris,25.5,2026-06-11 10:59:22.246247
Tokyo,28.3,2025-10-13 10:59:22.246249
Paris,12.0,2025-12-17 10:59:22.246251
Tokyo,17.9,2025-10-02 10:59:22.246253
Sydney,34.0,2025-07-24 10:59:22.246255
New York,28.9,2026-06-03 10:59:22.246257
Paris,24.6,2025-10-01 10:59:22.246259
London,20.3,2025-08-29 10:59:22.246261
Tokyo,24.0,2026-06-22 10:59:22.246263
Paris,27.7,2025-11-11 10:59:22.246265
Sydney,11.0,2025-12-09 10:59:22.246266
Sydney,31.7,2025-12-22 10:59:22.246268
London,23.4,2026-01-08 10:59:22.246270
London,33.6,2026-05-29 10:59:22.246272
Sydney,34.4,2026-02-01 10:59:22.246274
New York,30.9,2025-08-24 10:59:22.246276
Paris,12.4,2026-02-19 10:59:22.246278
Paris,23.6,2025-09-24 10:59:22.246280
Tokyo,29.6,2026-03-03 10:59:22.246282
London,22.7,2025-07-28 10:59:22.246284
New York,31.5,2026-05-11 10:59:22.246286
Sydney,23.2,2025-11-19 10:59:22.246288
Sydney,33.3,2026-01-07 10:59:22.246290
Tokyo,10.5,2025-08-18 10:59:22.246292
London,23.5,2025-12-25 10:59:22.246294
Sydney,27.9,2026-06-25 10:59:22.246296
Sydney,19.2,2025-07-26 10:59:22.246298
Sydney,32.6,2025-12-12 10:59:22.246300
London,25.5,2025-09-21 10:59:22.246302
Paris,29.1,2026-02-13 10:59:22.246304
Paris,32.4,2025-12-05 10:59:22.246306
Paris,31.6,2026-05-28 10:59:22.246308
Sydney,34.3,2025-12-21 10:59:22.246310
Paris,34.3,2026-03-25 10:59:22.246312
Sydney,30.7,2026-05-23 10:59:22.246314
Sydney,21.8,2026-02-07 10:59:22.246316
New York,28.7,2025-07-22 10:59:22.246318
Sydney,32.5,2025-10-23 10:59:22.246320
Paris,22.2,2025-10-15 10:59:22.246322
New York,23.8,2025-08-03 10:59:22.246324
Paris,27.7,2026-02-28 10:59:22.246326
Sydney,14.9,2026-06-15 10:59:22.246328
Tokyo,19.7,2025-10-23 10:59:22.246330
Tokyo,31.7,2025-10-31 10:59:22.246331
Paris,15.7,2026-06-18 10:59:22.246333
London,16.0,2026-01-11 10:59:22.246335
New York,33.4,2026-03-21 10:59:22.246337
New York,30.0,2026-01-23 10:59:22.246339
Tokyo,28.1,2025-11-03 10:59:22.246341
London,10.2,2026-02-20 10:59:22.246343
London,11.3,2026-07-01 10:59:22.246345
New York,31.6,2026-01-03 10:59:22.246347
Tokyo,31.2,2025-10-27 10:59:22.246349
Tokyo,28.9,2025-12-11 10:59:22.246351
Paris,12.0,2026-03-06 10:59:22.246353
Paris,22.1,2026-02-22 10:59:22.246355
Paris,11.9,2026-02-02 10:59:22.246357
Sydney,28.7,2025-09-01 10:59:22.246359
London,30.9,2026-04-10 10:59:22.246361
Tokyo,24.4,2025-11-04 10:59:22.246363
New York,15.2,2026-03-16 10:59:22.246365
Sydney,23.8,2026-02-08 10:59:22.246367
New York,28.8,2025-10-06 10:59:22.246369
Sydney,24.5,2026-04-14 10:59:22.246371
Paris,20.8,2026-06-20 10:59:22.246373
Sydney,27.5,2025-08-21 10:59:22.246375
London,14.6,2026-03-01 10:59:22.246377
Paris,18.4,2026-01-13 10:59:22.246379
London,29.2,2026-03-28 10:59:22.246381
London,18.1,2025-12-01 10:59:22.246383
Paris,28.6,2025-10-27 10:59:22.246385
New York,32.5,2025-10-17 10:59:22.246387
London,30.0,2025-09-15 10:59:22.246389
Paris,28.9,2026-02-04 10:59:22.246391
London,14.5,2025-10-27 10:59:22.246393
Sydney,19.5,2025-10-17 10:59:22.246394
New York,33.7,2025-07-04 10:59:22.246396
Sydney,18.2,2026-05-21 10:59:22.246398
London,17.6,2025-08-21 10:59:22.246400
Sydney,12.9,2025-12-02 10:59:22.246402
Paris,13.3,2026-03-21 10:59:22.246404
London,10.8,2026-03-07 10:59:22.246406
New York,13.5,2026-03-01 10:59:22.246408
New York,10.6,2025-10-04 10:59:22.246410
Tokyo,25.4,2026-04-09 10:59:22.246412
Paris,28.3,2025-10-03 10:59:22.246414
Sydney,29.7,2025-10-14 10:59:22.246416
Sydney,25.5,2025-09-21 10:59:22.246418
Paris,19.2,2026-03-30 10:59:22.246420
London,14.5,2026-05-24 10:59:22.246422
Tokyo,15.5,2026-06-16 10:59:22.246424
Paris,34.2,2026-05-18 10:59:22.246426
Tokyo,34.1,2026-04-12 10:59:22.246428
Paris,11.9,2025-11-03 10:59:22.246430
New York,30.4,2026-05-01 10:59:22.246432
Tokyo,13.0,2026-02-15 10:59:22.246434
Tokyo,17.2,2025-11-21 10:59:22.246436
New York,22.2,2026-04-30 10:59:22.246438
Paris,23.4,2025-12-18 10:59:22.246440
Tokyo,30.2,2026-07-01 10:59:22.246449
Sydney,17.1,2026-01-25 10:59:22.246451
New York,10.6,2026-05-19 10:59:22.246453
New York,32.3,2026-06-19 10:59:22.246455
Paris,22.9,2026-06-12 10:59:22.246457
London,30.8,2025-10-26 10:59:22.246459
Sydney,20.8,2025-12-02 10:59:22.246461
New York,19.3,2026-03-22 10:59:22.246463
London,27.7,2025-10-04 10:59:22.246465
New York,13.9,2026-02-11 10:59:22.246467
Tokyo,10.6,2026-06-30 10:59:22.246469
New York,18.5,2025-08-06 10:59:22.246471
Tokyo,11.6,2026-02-26 10:59:22.246473
London,14.3,2025-10-06 10:59:22.246475
Sydney,10.6,2026-01-31 10:59:22.246477
Paris,30.9,2025-09-15 10:59:22.246479
Sydney,10.2,2025-10-10 10:59:22.246481
New York,16.4,2026-01-26 10:59:22.246483
London,28.6,2025-10-10 10:59:22.246485
Paris,25.9,2025-07-11 10:59:22.246487
London,33.1,2025-12-20 10:59:22.246489
Tokyo,17.7,2026-05-26 10:59:22.246491
New York,28.4,2026-03-13 10:59:22.246493
Tokyo,13.3,2025-07-27 10:59:22.246495
Sydney,30.2,2025-12-29 10:59:22.246498
Sydney,10.5,2025-11-01 10:59:22.246500
Tokyo,15.1,2025-12-19 10:59:22.246503
London,18.8,2025-12-14 10:59:22.246505
Tokyo,10.9,2026-04-27 10:59:22.246508
Sydney,30.7,2026-04-18 10:59:22.246509
Paris,19.4,2026-01-29 10:59:22.246511
Paris,32.0,2025-09-03 10:59:22.246514
New York,30.6,2026-01-30 10:59:22.246516
Sydney,13.4,2025-09-20 10:59:22.246518
New York,20.6,2025-11-17 10:59:22.246520
London,21.3,2026-05-08 10:59:22.246522
London,31.4,2026-05-24 10:59:22.246524
London,25.7,2025-11-07 10:59:22.246525
New York,17.1,2025-10-24 10:59:22.246527
Sydney,19.1,2025-11-19 10:59:22.246529
New York,19.3,2026-01-02 10:59:22.246531
Sydney,10.9,2025-12-02 10:59:22.246533
Sydney,22.7,2026-03-14 10:59:22.246535
New York,27.4,2026-03-28 10:59:22.246537
New York,30.9,2026-04-08 10:59:22.246539
Paris,31.7,2026-03-24 10:59:22.246541
Tokyo,16.1,2025-12-16 10:59:22.246543
Sydney,29.5,2026-06-21 10:59:22.246545
Tokyo,31.7,2025-07-25 10:59:22.246547
London,14.0,2025-09-08 10:59:22.246550
Tokyo,16.1,2025-10-28 10:59:22.246552
New York,24.7,2026-05-16 10:59:22.246554
Tokyo,24.4,2025-08-15 10:59:22.246557
London,30.8,2025-08-13 10:59:22.246559
Sydney,20.4,2026-02-02 10:59:22.246561
New York,30.5,2025-12-12 10:59:22.246563
Tokyo,26.9,2025-11-10 10:59:22.246565
Tokyo,34.1,2026-06-06 10:59:22.246567
Paris,12.9,2026-01-12 10:59:22.246569
Sydney,18.4,2026-02-13 10:59:22.246571
London,18.3,2025-07-17 10:59:22.246573
Tokyo,21.4,2026-06-21 10:59:22.246575
Tokyo,16.5,2026-02-08 10:59:22.246577
Paris,13.5,2025-10-04 10:59:22.246579
London,32.4,2026-04-18 10:59:22.246581
Tokyo,10.8,2025-10-25 10:59:22.246583
Sydney,24.6,2025-11-27 10:59:22.246585
Paris,29.2,2025-08-16 10:59:22.246587
New York,32.4,2025-07-20 10:59:22.246589
Tokyo,27.2,2025-09-30 10:59:22.246591
London,16.9,2025-12-26 10:59:22.246593
New York,21.0,2026-04-24 10:59:22.246595
New York,22.4,2025-08-04 10:59:22.246597
Tokyo,15.9,2025-08-08 10:59:22.246599
Paris,21.4,2025-09-08 10:59:22.246601
Paris,20.4,2025-11-02 10:59:22.246603
New York,14.1,2025-07-22 10:59:22.246606
Tokyo,34.0,2025-08-16 10:59:22.246608
London,16.3,2026-05-01 10:59:22.246610
London,34.2,2025-11-05 10:59:22.246612
New York,16.7,2025-08-09 10:59:22.246614
Tokyo,17.3,2025-08-17 10:59:22.246616
New York,25.3,2026-03-08 10:59:22.246618
London,29.7,2025-10-18 10:59:22.246620
Tokyo,28.3,2025-11-02 10:59:22.246622
New York,32.4,2025-08-17 10:59:22.246624
Tokyo,27.3,2025-09-30 10:59:22.246626
Paris,25.6,2025-11-10 10:59:22.246628
London,22.5,2025-12-25 10:59:22.246630
Paris,11.0,2026-01-03 10:59:22.246632
Paris,28.7,2025-08-01 10:59:22.246634
Sydney,14.9,2025-12-23 10:59:22.246636
Tokyo,20.2,2025-09-03 10:59:22.246638
Tokyo,28.8,2025-08-20 10:59:22.246640
Sydney,33.4,2025-11-09 10:59:22.246642
Paris,16.3,2025-09-27 10:59:22.246644
Sydney,28.9,2025-11-20 10:59:22.246646
New York,29.8,2025-12-20 10:59:22.246648
London,19.1,2025-10-03 10:59:22.246650
Paris,34.6,2026-05-27 10:59:22.246652
Paris,19.7,2025-12-13 10:59:22.246654
New York,32.5,2026-06-02 10:59:22.246656
New York,28.4,2025-09-28 10:59:22.246658
Paris,13.6,2025-11-20 10:59:22.246660
Tokyo,20.9,2026-01-08 10:59:22.246662
New York,21.9,2026-02-27 10:59:22.246664
London,22.9,2026-06-30 10:59:22.246666
New York,22.9,2025-11-02 10:59:22.246668
New York,28.2,2025-11-22 10:59:22.246670
Sydney,17.4,2025-09-12 10:59:22.246672
Sydney,19.3,2025-11-12 10:59:22.246674
New York,15.3,2026-06-05 10:59:22.246676
London,14.1,2026-04-01 10:59:22.246678
Paris,19.3,2025-10-01 10:59:22.246680
London,20.6,2025-07-28 10:59:22.246682
New York,20.5,2026-02-04 10:59:22.246684
New York,10.4,2026-02-23 10:59:22.246686
Paris,18.4,2026-06-11 10:59:22.246688
Paris,33.9,2026-01-25 10:59:22.246690
New York,30.9,2026-05-10 10:59:22.246692
Sydney,31.0,2025-07-30 10:59:22.246694
Tokyo,13.0,2026-01-01 10:59:22.246696
Paris,26.4,2025-08-16 10:59:22.246698
Paris,32.7,2026-03-01 10:59:22.246700
Tokyo,23.9,2025-07-14 10:59:22.246702
London,19.7,2025-07-30 10:59:22.246704
Paris,15.3,2025-08-05 10:59:22.246706
New York,29.0,2025-12-26 10:59:22.246708
Paris,22.4,2026-03-14 10:59:22.246710
Sydney,22.3,2025-12-03 10:59:22.246712
New York,26.1,2026-02-21 10:59:22.246714
Paris,33.7,2025-12-29 10:59:22.246716
Sydney,13.0,2026-06-11 10:59:22.246718
Tokyo,28.0,2026-03-02 10:59:22.246720
London,16.0,2026-04-04 10:59:22.246722
New York,27.5,2026-02-02 10:59:22.246724
Tokyo,16.4,2026-02-11 10:59:22.246726
New York,22.7,2025-08-07 10:59:22.246728
